cod_ibge,ente,populacao,score,classificacao,anos_entregues,eorcam_raw,lliq_raw,rrestos_nproc_pct,n_anos_cronicos,qsiconfi,ccauc,autonomia_media,eorcam_norm,lliq_norm,rproc_norm,autonomia_norm,contrib_eorcam,contrib_lliq,contrib_qsiconfi,contrib_ccauc,contrib_autonomia,contrib_rproc,pen_lliq_parcial,pen_situacional,score_base,score_bruto,dias_atraso,decay_fator,dado_suspeito,dado_suspeito_lliq,dado_defasado,lliq_parcial,autonomia_critica
2506301,Guarabira,60057,96.4,🟢 Risco Baixo,6,110.347,0.319954,0.36,0,1.0,0.0,0.0867473496234097,0.8218,1.0,1.0,0.995,16.436,30.0,15.0,20.0,9.95,5.0,0.0,0.0,96.38600000000001,96.38600000000001,33.0,1.0,False,False,False,False,False
2504603,Conde,30007,96.0,🟢 Risco Baixo,6,108.015,0.267981,0.03,0,1.0,0.1,0.1267467861389219,0.8995,1.0,1.0,0.9996,17.99,30.0,15.0,18.0,9.996,5.0,0.0,0.0,95.98599999999999,95.98599999999999,33.0,1.0,False,False,False,False,False
2512101,Pombal,33866,94.3,🟢 Risco Baixo,6,103.314,0.139269,,0,1.0,0.0,0.0533496561779312,1.0,0.8482,1.0,0.8814,20.0,25.446,15.0,20.0,8.814,5.0,0.0,0.0,94.25999999999999,94.25999999999999,33.0,1.0,False,False,False,False,True
2516300,Sumé,17852,94.2,🟢 Risco Baixo,6,102.892,0.154268,0.1,0,1.0,0.0,0.0424661163601213,1.0,0.8857,1.0,0.761,20.0,26.571,15.0,20.0,7.61,5.0,0.0,0.0,94.181,94.181,33.0,1.0,False,False,False,False,True
2509396,Maturéia,6717,93.7,🟢 Risco Baixo,6,95.842,0.185105,0.01,0,1.0,0.0,0.0287065194302653,1.0,0.9628,1.0,0.478,20.0,28.884,15.0,20.0,4.78,5.0,0.0,0.0,93.664,93.664,33.0,1.0,False,False,False,False,True
2516706,Teixeira,15129,92.0,🟢 Risco Baixo,6,100.753,0.179791,0.0,0,1.0,0.1,0.0304872290637036,1.0,0.9495,1.0,0.556,20.0,28.485,15.0,18.0,5.56,5.0,0.0,0.0,92.045,92.045,33.0,1.0,False,False,False,False,True
2502706,Borborema,4185,91.6,🟢 Risco Baixo,6,106.8195,0.242791,0.0,0,1.0,0.0,0.0202236346801157,0.9393,1.0,1.0,0.284,18.786,30.0,15.0,20.0,2.84,5.0,0.0,0.0,91.626,91.626,33.0,1.0,False,False,False,False,True
2501104,Areia,23031,91.4,🟢 Risco Baixo,6,99.4185,0.221091,1.14,0,1.0,0.35,0.0491759988921808,1.0,1.0,1.0,0.843,20.0,30.0,15.0,13.0,8.43,5.0,0.0,0.0,91.43,91.43,33.0,1.0,False,False,False,False,True
2507002,Itaporanga,24766,91.2,🟢 Risco Baixo,6,102.191,0.105927,-0.0,0,1.0,0.0,0.047846501322928,1.0,0.7648,1.0,0.8288,20.0,22.944,15.0,20.0,8.288,5.0,0.0,0.0,91.232,91.232,33.0,1.0,False,False,False,False,True
2505600,Diamante,6416,89.5,🟢 Risco Baixo,6,91.0515,0.200725,0.01,3,1.0,0.0,0.0209894255507835,1.0,1.0,0.3,0.2996,20.0,30.0,15.0,20.0,2.996,1.5,0.0,0.0,89.496,89.496,33.0,1.0,False,False,False,False,True
2501534,Baraúna,5010,89.4,🟢 Risco Baixo,6,100.253,0.143724,0.15,0,1.0,0.0,0.0237325221046553,1.0,0.8593,1.0,0.3593,20.0,25.779,15.0,20.0,3.593,5.0,0.0,0.0,89.372,89.372,33.0,1.0,False,False,False,False,True
2510808,Patos,108104,89.4,🟢 Risco Baixo,6,92.191,0.091576,0.06,2,1.0,0.0,0.1134922488773959,1.0,0.7289,0.5,0.9996,20.0,21.867,15.0,20.0,9.996,2.5,0.0,0.0,89.363,89.363,33.0,1.0,False,False,False,False,False
2512507,Queimadas,50698,87.7,🟢 Risco Baixo,6,122.465,0.228472,0.0,0,1.0,0.0,0.0442198229425309,0.5,1.0,1.0,0.7676,10.0,30.0,15.0,20.0,7.676,5.0,0.0,0.0,87.676,87.676,33.0,1.0,False,False,False,False,True
2514552,São José de Princesa,3323,87.6,🟢 Risco Baixo,6,91.3105,0.173078,0.0,1,1.0,0.05,0.0147614544437225,1.0,0.9327,0.75,0.188,20.0,27.981,15.0,19.0,1.88,3.75,0.0,0.0,87.61099999999999,87.61099999999999,33.0,1.0,False,False,False,False,True
2502607,Igaracy,5719,87.5,🟢 Risco Baixo,6,85.4175,0.193721,0.38,0,1.0,0.0,0.0185262358512074,0.7709,0.9843,1.0,0.2513,15.418,29.529,15.0,20.0,2.513,5.0,0.0,0.0,87.46000000000001,87.46000000000001,33.0,1.0,False,False,False,False,True
2511301,Piancó,17088,87.4,🟢 Risco Baixo,6,96.972,0.120401,0.01,0,1.0,0.1,0.029600191717285,1.0,0.801,1.0,0.5389,20.0,24.03,15.0,18.0,5.389,5.0,0.0,0.0,87.419,87.419,33.0,1.0,False,False,False,False,True
2500304,Alagoa Grande,26655,86.2,🟢 Risco Baixo,6,112.098,0.189499,0.0,3,1.0,0.0,0.0288932252412081,0.7634,0.9737,0.3,0.5252,15.268,29.211,15.0,20.0,5.252,1.5,0.0,0.0,86.231,86.231,33.0,1.0,False,False,False,False,True
2509339,Matinhas,4759,86.1,🟢 Risco Baixo,6,101.6795,0.417334,1.5,0,1.0,0.3,0.0163807553480048,1.0,1.0,1.0,0.2136,20.0,30.0,15.0,14.0,2.136,5.0,0.0,0.0,86.136,86.136,33.0,1.0,False,False,False,False,True
2505303,Curral Velho,2316,85.7,🟢 Risco Baixo,6,94.5215,0.454604,0.0,3,1.0,0.1,0.0098152708288949,1.0,1.0,0.3,0.1245,20.0,30.0,15.0,18.0,1.245,1.5,0.0,0.0,85.745,85.745,33.0,1.0,False,False,False,False,True
2513158,Santa Cecília,8113,84.5,🟢 Risco Baixo,6,115.0385,0.181018,0.02,0,1.0,0.0,0.0191584452359157,0.6654,0.9525,1.0,0.2632,13.308,28.575,15.0,20.0,2.632,5.0,0.0,0.0,84.515,84.515,33.0,1.0,False,False,False,False,True
2502508,Boqueirão,18216,84.4,🟢 Risco Baixo,6,98.1845,0.046581,,0,1.0,0.0,0.0323121852103036,1.0,0.6165,1.0,0.5908,20.0,18.495,15.0,20.0,5.908,5.0,0.0,0.0,84.403,84.403,33.0,1.0,False,False,False,False,True
2514602,São José do Bonfim,3337,83.5,🟢 Risco Baixo,6,78.454,0.200112,0.09,0,1.0,0.0,0.0299324857410889,0.4227,1.0,1.0,0.5082,8.454,30.0,15.0,20.0,5.082,5.0,0.0,0.0,83.536,83.536,33.0,1.0,False,False,False,False,True
2509701,Monteiro,33886,83.3,🟢 Risco Baixo,6,102.322,0.068327,0.05,0,1.0,0.3,0.0593138850291297,1.0,0.6708,1.0,0.922,20.0,20.124,15.0,14.0,9.22,5.0,0.0,0.0,83.344,83.344,33.0,1.0,False,False,False,False,True
2506103,Fagundes,11307,82.7,🟢 Risco Baixo,6,108.8785,0.195556,0.0,4,1.0,0.25,0.0282724925681744,0.8707,0.9889,0.1,0.5131,17.414,29.667,15.0,15.0,5.131,0.5,0.0,0.0,82.712,82.712,33.0,1.0,False,False,False,False,True
2503753,Cajazeirinhas,2760,81.9,🟢 Risco Baixo,6,87.61,0.130821,0.03,1,1.0,0.1,0.0198384409286465,0.8805,0.8271,0.75,0.2764,17.61,24.813,15.0,18.0,2.764,3.75,0.0,0.0,81.937,81.937,33.0,1.0,False,False,False,False,True
2513406,Santa Luzia,15418,81.8,🟢 Risco Baixo,6,79.498,0.097839,2.39,0,1.0,0.0,0.109993577087527,0.4749,0.7446,1.0,0.9984,9.498,22.338,15.0,20.0,9.984,5.0,0.0,0.0,81.82,81.82,33.0,1.0,False,False,False,False,False
2503100,Cabaceiras,5537,81.8,🟢 Risco Baixo,6,108.6205,0.118543,0.04,0,1.0,0.35,0.039921196944411,0.8793,0.7964,1.0,0.7345,17.586,23.892,15.0,13.0,7.345,5.0,0.0,0.0,81.823,81.823,33.0,1.0,False,False,False,False,True
2514404,São José de Espinharas,4056,80.4,🟢 Risco Baixo,6,76.597,0.202235,0.03,0,1.0,0.0,0.0246021648608491,0.3298,1.0,1.0,0.3792,6.596,30.0,15.0,20.0,3.792,5.0,0.0,0.0,80.388,80.388,33.0,1.0,False,False,False,False,True
2504702,Congo,5124,80.4,🟢 Risco Baixo,4,116.48,0.19884,0.02,0,0.6666666666666666,0.0,0.021683939141904,0.6173,0.9971,1.0,0.3142,12.346,29.913,10.0,20.0,3.142,5.0,0.0,0.0,80.401,80.401,33.0,1.0,False,False,False,False,True
2506608,Ibiara,5713,80.3,🟢 Risco Baixo,6,86.2705,0.138031,0.61,0,1.0,0.25,0.0241077921344743,0.8135,0.8451,1.0,0.3678,16.27,25.353,15.0,15.0,3.678,5.0,0.0,0.0,80.301,80.301,33.0,1.0,False,False,False,False,True
2512754,Riachão do Bacamarte,4911,79.0,🟢 Risco Baixo,6,88.558,0.323849,0.01,3,1.0,0.4,0.0151804260954471,0.9279,1.0,0.3,0.1944,18.558,30.0,15.0,12.0,1.944,1.5,0.0,0.0,79.002,79.002,33.0,1.0,False,False,False,False,True
2505501,Vista Serrana,3772,78.6,🟢 Risco Baixo,6,79.429,0.132792,0.02,0,1.0,0.0,0.0261683807469681,0.4715,0.832,1.0,0.4162,9.43,24.96,15.0,20.0,4.162,5.0,0.0,0.0,78.552,78.552,33.0,1.0,False,False,False,False,True
2503209,Cabedelo,70734,78.5,🟢 Risco Baixo,6,101.085,0.180399,0.71,0,1.0,1.0,0.2036259029351659,1.0,0.951,1.0,1.0,20.0,28.53,15.0,0.0,10.0,5.0,0.0,0.0,78.53,78.53,33.0,1.0,False,False,False,False,False
2503704,Cajazeiras,66585,78.5,🟢 Risco Baixo,6,100.408,-0.0177,0.11,3,1.0,0.1,0.1146076197324451,1.0,0.4652,0.3,0.9997,20.0,13.956,15.0,18.0,9.997,1.5,0.0,0.0,78.453,78.453,33.0,1.0,False,False,False,False,False
2511004,Pedra Branca,3851,78.3,🟢 Risco Baixo,5,82.9105,0.26696,,0,0.8333333333333334,0.0,0.0203757036316949,0.6455,1.0,,0.2871,12.91,30.0,12.5,20.0,2.871,0.0,0.0,0.0,78.28099999999999,78.28099999999999,33.0,1.0,False,False,False,False,True
2509305,Mataraca,8650,78.1,🟢 Risco Baixo,6,94.5825,0.222036,0.02,0,1.0,1.0,0.0445576912164312,1.0,1.0,1.0,0.8138,20.0,30.0,15.0,0.0,8.138,5.0,0.0,0.0,78.138,78.138,33.0,1.0,False,False,False,False,True
2507507,João Pessoa,897633,77.2,🟢 Risco Baixo,6,91.0965,0.162516,2.23,0,1.0,1.0,0.2417253843784814,1.0,0.9063,1.0,1.0,20.0,27.189,15.0,0.0,10.0,5.0,0.0,0.0,77.189,77.189,33.0,1.0,False,False,False,False,False
2505907,Emas,3036,76.5,🟢 Risco Baixo,6,86.14,0.027648,0.04,0,1.0,0.0,0.0223534901742967,0.807,0.5691,1.0,0.3286,16.14,17.073,15.0,20.0,3.286,5.0,0.0,0.0,76.499,76.499,33.0,1.0,False,False,False,False,True
2502151,Boa Vista,6592,76.0,🟢 Risco Baixo,6,103.392,0.195158,0.74,0,1.0,1.0,0.0351931442231555,1.0,0.9879,1.0,0.6345,20.0,29.637,15.0,0.0,6.345,5.0,0.0,0.0,75.982,75.982,33.0,1.0,False,False,False,False,True
2516904,Uiraúna,15431,87.1,🟡 Risco Médio,6,104.0375,0.118522,2.39,5,1.0,0.0,0.0468828446694528,1.0,0.7963,0.0,0.8179,20.0,23.889,15.0,20.0,8.179,0.0,0.0,0.0,87.068,87.068,33.0,1.0,False,False,False,False,True
2509156,Marizópolis,7001,78.2,🟡 Risco Médio,6,92.153,0.456556,0.79,6,1.0,0.5,0.0219454053664016,1.0,1.0,0.0,0.3198,20.0,30.0,15.0,10.0,3.198,0.0,0.0,0.0,78.198,78.198,33.0,1.0,False,False,False,False,True
2512721,Pedro Régis,5932,74.5,🟡 Risco Médio,6,105.032,0.075985,0.61,5,1.0,0.15,0.0142817046690157,0.9989,0.69,0.0,0.1809,19.978,20.7,15.0,17.0,1.809,0.0,0.0,0.0,74.487,74.487,33.0,1.0,False,False,False,False,True
2513505,Santana de Mangueira,5090,73.6,🟡 Risco Médio,6,90.8735,0.206289,4.09,0,1.0,1.0,0.0237286269086988,1.0,1.0,1.0,0.3592,20.0,30.0,15.0,0.0,3.592,5.0,0.0,0.0,73.592,73.592,33.0,1.0,False,False,False,False,True
2514701,São José do Sabugi,4283,73.5,🟡 Risco Médio,6,80.752,0.016901,1.13,2,1.0,0.05,0.0834842826044961,0.5376,0.5423,0.5,0.9951,10.752,16.269,15.0,19.0,9.951,2.5,0.0,0.0,73.47200000000001,73.47200000000001,33.0,1.0,False,False,False,False,False
2507309,Jacaraú,14969,73.5,🟡 Risco Médio,6,93.5695,-0.069983,0.54,1,1.0,0.1,0.0311749058571572,1.0,0.3698,0.75,0.5692,20.0,11.094,15.0,18.0,5.692,3.75,0.0,0.0,73.536,73.536,33.0,1.0,False,False,False,False,True
2515104,São Sebastião de Lagoa de Roça,11387,73.4,🟡 Risco Médio,6,91.2255,0.174782,0.68,0,1.0,1.0,0.0292454124852427,1.0,0.937,1.0,0.532,20.0,28.11,15.0,0.0,5.32,5.0,0.0,0.0,73.43,73.43,33.0,1.0,False,False,False,False,True
2513703,Santa Rita,160852,73.0,🟡 Risco Médio,6,80.5445,0.041915,0.32,3,1.0,0.1,0.072598254557883,0.5272,0.6048,0.3,0.9806,10.544,18.144,15.0,18.0,9.806,1.5,0.0,0.0,72.994,72.994,33.0,1.0,False,False,False,False,True
2512077,Poço de José de Moura,4126,72.2,🟡 Risco Médio,6,104.3465,0.631499,0.65,2,1.0,1.0,0.0283660483846118,1.0,1.0,0.5,0.4696,20.0,30.0,15.0,0.0,4.696,2.5,0.0,0.0,72.196,72.196,33.0,1.0,False,False,False,False,True
2504033,Capim,7446,71.7,🟡 Risco Médio,6,94.0435,0.278431,0.01,1,1.0,1.0,0.0210021983817298,1.0,1.0,0.75,0.2999,20.0,30.0,15.0,0.0,2.999,3.75,0.0,0.0,71.749,71.749,33.0,1.0,False,False,False,False,True
2504900,Cruz do Espírito Santo,17821,71.6,🟡 Risco Médio,6,103.533,-0.002401,0.02,1,1.0,0.4,0.0328076528281504,1.0,0.4952,0.75,0.6001,20.0,14.856,15.0,12.0,6.001,3.75,0.0,0.0,71.607,71.607,33.0,1.0,False,False,False,False,True
2509503,Montadas,6144,71.4,🟡 Risco Médio,6,106.9805,0.228289,0.0,1,1.0,1.0,0.0253942418727172,0.934,1.0,0.75,0.3978,18.68,30.0,15.0,0.0,3.978,3.75,0.0,0.0,71.408,71.408,33.0,1.0,False,False,False,False,True
2511608,Pilões,6974,71.2,🟡 Risco Médio,6,102.463,0.034218,0.06,4,1.0,0.25,0.0217591321644212,1.0,0.5855,0.1,0.3158,20.0,17.565,15.0,15.0,3.158,0.5,0.0,0.0,71.223,71.223,33.0,1.0,False,False,False,False,True
2502300,Bom Sucesso,4720,71.1,🟡 Risco Médio,3,82.0778,0.200012,0.0,1,0.5,0.25,0.0200818079343984,0.6039,1.0,0.75,0.2812,12.078,30.0,7.5,15.0,2.812,3.75,0.0,0.0,71.14,71.14,33.0,1.0,False,False,False,False,True
2517100,Várzea,2777,71.0,🟡 Risco Médio,6,70.094,0.169413,0.19,0,1.0,0.0,0.0218040146641636,0.0047,0.9235,1.0,0.3168,0.094,27.705,15.0,20.0,3.168,5.0,0.0,0.0,70.967,70.967,33.0,1.0,False,False,False,False,True
2511905,Pitimbu,17166,70.9,🟡 Risco Médio,6,87.9565,0.024738,0.36,4,1.0,0.4,0.0504789824355041,0.8978,0.5618,0.1,0.856,17.956,16.854,15.0,12.0,8.56,0.5,0.0,0.0,70.87,70.87,33.0,1.0,False,False,False,False,True
2512705,Remígio,18399,70.8,🟡 Risco Médio,6,99.3355,0.116898,0.04,0,1.0,1.0,0.0387093593065104,1.0,0.7922,1.0,0.7038,20.0,23.766,15.0,0.0,7.038,5.0,0.0,0.0,70.804,70.804,33.0,1.0,False,False,False,False,True
2516151,Sossêgo,3476,70.8,🟡 Risco Médio,6,95.638,0.252893,0.3,1,1.0,1.0,0.0159867314233287,1.0,1.0,0.75,0.2071,20.0,30.0,15.0,0.0,2.071,3.75,0.0,0.0,70.821,70.821,33.0,1.0,False,False,False,False,True
2510659,Parari,1745,70.8,🟡 Risco Médio,6,90.029,0.333563,0.19,1,1.0,1.0,0.0158158772967248,1.0,1.0,0.75,0.2044,20.0,30.0,15.0,0.0,2.044,3.75,0.0,0.0,70.794,70.794,33.0,1.0,False,False,False,False,True
2502805,Brejo do Cruz,14095,70.3,🟡 Risco Médio,6,108.6395,0.192618,0.1,3,1.0,1.0,0.0371827447292285,0.8787,0.9815,0.3,0.6784,17.574,29.445,15.0,0.0,6.784,1.5,0.0,0.0,70.30300000000001,70.30300000000001,33.0,1.0,False,False,False,False,True
2516102,Soledade,14409,70.1,🟡 Risco Médio,6,113.1175,0.214268,0.57,1,1.0,1.0,0.0367724065219019,0.7294,1.0,0.75,0.6714,14.588,30.0,15.0,0.0,6.714,3.75,0.0,0.0,70.052,70.052,33.0,1.0,False,False,False,False,True
2506707,Imaculada,10497,69.9,🟡 Risco Médio,6,84.467,0.062628,0.28,4,1.0,0.35,0.03981880475017,0.7233,0.6566,0.1,0.7215,14.466,19.698,15.0,13.0,7.215,0.5,0.0,0.0,69.879,69.879,33.0,1.0,False,False,False,False,True
2510709,Passagem,2580,69.8,🟡 Risco Médio,6,85.898,-0.001264,0.07,1,1.0,0.1,0.0167115286705747,0.7949,0.4975,0.75,0.2191,15.898,14.925,15.0,18.0,2.191,3.75,0.0,0.0,69.764,69.764,33.0,1.0,False,False,False,False,True
2512762,Riachão do Poço,4989,69.3,🟡 Risco Médio,6,102.5955,0.009428,3.81,4,1.0,0.4,0.0339524130450406,1.0,0.5236,0.1,0.6057,20.0,15.708,15.0,12.0,6.057,0.5,0.0,0.0,69.265,69.265,33.0,1.0,False,False,False,False,True
2511806,Pirpirituba,9411,69.3,🟡 Risco Médio,4,103.0216,0.175405,2.19,0,0.6666666666666666,1.0,0.0341586276824674,1.0,0.9385,1.0,0.6105,20.0,28.155,10.0,0.0,6.105,5.0,0.0,0.0,69.26,69.26,33.0,1.0,False,False,False,False,True
2516201,Sousa,70066,69.1,🟡 Risco Médio,6,88.9055,-0.203283,0.96,6,1.0,0.0,0.0786012881780188,0.9453,0.1761,0.0,0.989,18.906,5.283,15.0,20.0,9.89,0.0,0.0,0.0,69.07900000000001,69.07900000000001,33.0,1.0,False,False,False,False,True
2500775,Aparecida,8257,69.0,🟡 Risco Médio,6,108.4565,0.035662,0.5,5,1.0,0.3,0.0280627439635805,0.8848,0.5892,0.0,0.4622,17.696,17.676,15.0,14.0,4.622,0.0,0.0,0.0,68.994,68.994,33.0,1.0,False,False,False,False,True
2501203,Areial,7434,69.0,🟡 Risco Médio,6,92.094,0.112941,0.34,0,1.0,1.0,0.0318269519246202,1.0,0.7824,1.0,0.5547,20.0,23.472,15.0,0.0,5.547,5.0,0.0,0.0,69.019,69.019,33.0,1.0,False,False,False,False,True
2515609,Serra da Raiz,3156,69.0,🟡 Risco Médio,6,96.2175,0.165614,1.51,0,1.0,1.0,0.012536523608556,1.0,0.914,1.0,0.1568,20.0,27.42,15.0,0.0,1.568,5.0,0.0,0.0,68.988,68.988,33.0,1.0,False,False,False,False,True
2515930,Sertãozinho,5332,69.0,🟡 Risco Médio,6,109.9135,0.228312,0.13,0,1.0,1.0,0.017410787258911,0.8362,1.0,1.0,0.2311,16.724,30.0,15.0,0.0,2.311,5.0,0.0,0.0,69.035,69.035,33.0,1.0,False,False,False,False,True
2500908,Arara,12482,68.8,🟡 Risco Médio,6,108.341,0.233326,3.43,4,1.0,1.0,0.0305723035258156,0.8886,1.0,0.1,0.5576,17.772,30.0,15.0,0.0,5.576,0.5,0.0,0.0,68.848,68.848,33.0,1.0,False,False,False,False,True
2514453,São José dos Ramos,6137,68.8,🟡 Risco Médio,6,90.662,0.21364,1.41,5,1.0,1.0,0.0245944628597869,1.0,1.0,0.0,0.3791,20.0,30.0,15.0,0.0,3.791,0.0,0.0,0.0,68.791,68.791,33.0,1.0,False,False,False,False,True
2509800,Mulungu,8909,68.7,🟡 Risco Médio,6,94.8715,0.154077,0.5,2,1.0,1.0,0.0283057124971521,1.0,0.8852,0.5,0.4681,20.0,26.556,15.0,0.0,4.681,2.5,0.0,0.0,68.737,68.737,33.0,1.0,False,False,False,False,True
2503555,Cacimbas,7513,68.6,🟡 Risco Médio,6,87.4825,0.410388,0.04,1,1.0,1.0,0.0175024854626811,0.8741,1.0,0.75,0.2328,17.482,30.0,15.0,0.0,2.328,3.75,0.0,0.0,68.56,68.56,33.0,1.0,False,False,False,False,True
2510105,Nova Floresta,9840,68.6,🟡 Risco Médio,6,105.8935,0.111911,0.05,0,1.0,1.0,0.032769906130578,0.9702,0.7798,1.0,0.5775,19.404,23.394,15.0,0.0,5.775,5.0,0.0,0.0,68.57300000000001,68.57300000000001,33.0,1.0,False,False,False,False,True
2511400,Picuí,18862,68.6,🟡 Risco Médio,6,89.1125,0.111048,0.34,2,1.0,1.0,0.0516830729980723,0.9556,0.7776,0.5,0.8672,19.112,23.328,15.0,0.0,8.672,2.5,0.0,0.0,68.612,68.612,33.0,1.0,False,False,False,False,True
2500205,Aguiar,5026,68.4,🟡 Risco Médio,6,103.9755,0.139557,1.23,0,1.0,1.0,0.0205610337959112,1.0,0.8489,1.0,0.2909,20.0,25.467,15.0,0.0,2.909,5.0,0.0,0.0,68.376,68.376,33.0,1.0,False,False,False,False,True
2500403,Alagoa Nova,21823,68.4,🟡 Risco Médio,6,94.9795,0.150561,0.02,3,1.0,1.0,0.030536870316977,1.0,0.8764,0.3,0.5569,20.0,26.292,15.0,0.0,5.569,1.5,0.0,0.0,68.361,68.361,33.0,1.0,False,False,False,False,True
2508802,Malta,6288,68.2,🟡 Risco Médio,6,77.7465,0.08733,0.46,0,1.0,0.25,0.0250807547748153,0.3873,0.7183,1.0,0.3904,7.746,21.549,15.0,15.0,3.904,5.0,0.0,0.0,68.199,68.199,33.0,1.0,False,False,False,False,True
2501609,Barra de Santa Rosa,13024,68.1,🟡 Risco Médio,6,102.627,0.094017,0.57,0,1.0,1.0,0.0330719099877074,1.0,0.735,1.0,0.605,20.0,22.05,15.0,0.0,6.05,5.0,0.0,0.0,68.1,68.1,33.0,1.0,False,False,False,False,True
2513927,São Bentinho,4490,68.1,🟡 Risco Médio,6,87.523,0.219205,0.04,1,1.0,1.0,0.0146081225038307,0.8761,1.0,0.75,0.1857,17.522,30.0,15.0,0.0,1.857,3.75,0.0,0.0,68.129,68.129,33.0,1.0,False,False,False,False,True
2506905,Itabaiana,23558,68.1,🟡 Risco Médio,6,111.3265,0.124966,0.06,0,1.0,1.0,0.0448505417363694,0.7891,0.8124,1.0,0.7931,15.782,24.372,15.0,0.0,7.931,5.0,0.0,0.0,68.085,68.085,33.0,1.0,False,False,False,False,True
2504207,Catingueira,4556,67.9,🟡 Risco Médio,6,80.0865,0.064881,0.07,4,1.0,0.05,0.0229639967440372,0.5043,0.6622,0.1,0.342,10.086,19.866,15.0,19.0,3.42,0.5,0.0,0.0,67.872,67.872,33.0,1.0,False,False,False,False,True
2514800,São José dos Cordeiros,3462,67.6,🟡 Risco Médio,6,94.294,0.105204,1.93,0,1.0,1.0,0.0284549236794034,1.0,0.763,1.0,0.4718,20.0,22.89,15.0,0.0,4.718,5.0,0.0,0.0,67.608,67.608,33.0,1.0,False,False,False,False,True
2506400,Gurinhém,14141,67.6,🟡 Risco Médio,6,116.61,0.190809,0.01,0,1.0,1.0,0.0332011702802634,0.613,0.977,1.0,0.6074,12.26,29.31,15.0,0.0,6.074,5.0,0.0,0.0,67.644,67.644,33.0,1.0,False,False,False,False,True
2512747,Riachão,2945,67.5,🟡 Risco Médio,6,87.068,0.138589,0.22,0,1.0,1.0,0.0298000476666323,0.8534,0.8465,1.0,0.5049,17.068,25.395,15.0,0.0,5.049,5.0,0.0,0.0,67.512,67.512,33.0,1.0,False,False,False,False,True
2501906,Belém,16710,67.3,🟡 Risco Médio,6,109.756,0.271543,0.96,4,1.0,1.0,0.0274574562305199,0.8415,1.0,0.1,0.4972,16.83,30.0,15.0,0.0,4.972,0.5,0.0,0.0,67.30199999999999,67.30199999999999,33.0,1.0,False,False,False,False,True
2516003,Solânea,27748,66.8,🟡 Risco Médio,6,104.2075,0.049559,0.01,0,1.0,1.0,0.045904901933749,1.0,0.6239,1.0,0.8063,20.0,18.717,15.0,0.0,8.063,5.0,0.0,0.0,66.78,66.78,33.0,1.0,False,False,False,False,True
2508703,Mãe d'Água,3599,66.8,🟡 Risco Médio,5,87.905,0.182501,0.65,0,0.8333333333333334,1.0,0.0195718185191198,0.8953,0.9563,1.0,0.2712,17.906,28.689,12.5,0.0,2.712,5.0,0.0,0.0,66.807,66.807,33.0,1.0,False,False,False,False,True
2509008,Manaíra,10699,66.8,🟡 Risco Médio,5,105.6225,0.12843,0.0,0,0.8333333333333334,1.0,0.0280209800760065,0.9792,0.8211,1.0,0.5082,19.584,24.633,12.5,0.0,5.082,5.0,0.0,0.0,66.799,66.799,33.0,1.0,False,False,False,False,True
