cod_ibge,ente,populacao,score,classificacao,anos_entregues,eorcam_raw,lliq_raw,rrestos_nproc_pct,n_anos_cronicos,qsiconfi,ccauc,autonomia_media,eorcam_norm,lliq_norm,rproc_norm,autonomia_norm,contrib_eorcam,contrib_lliq,contrib_qsiconfi,contrib_ccauc,contrib_autonomia,contrib_rproc,pen_lliq_parcial,pen_situacional,score_base,score_bruto,dias_atraso,decay_fator,dado_suspeito,dado_suspeito_lliq,dado_defasado,lliq_parcial,autonomia_critica
2502052,Bernardino Batista,3677,51.6,🔴 Risco Alto,1,89.94,,0.0,0,0.16666666666666666,0.0,0.0262289382192855,0.997,,1.0,0.4177,19.94,0.0,2.5,20.0,4.177,5.0,0.0,0.0,51.617,51.617,,,False,,,False,True
2505279,Curral de Cima,5415,51.4,🔴 Risco Alto,6,111.788,-0.028485,0.01,2,1.0,1.0,0.0301138371021361,0.7737,0.4447,0.5,0.5127,15.474,13.341,15.0,0.0,5.127,2.5,0.0,0.0,51.442,51.442,33.0,1.0,False,False,False,False,True
2515500,Serra Branca,14131,51.2,🔴 Risco Alto,5,88.27,0.070953,0.33,0,0.8333333333333334,1.0,0.0306085786438906,0.9135,0.6774,1.0,0.5583,18.27,9.8541,12.5,0.0,5.583,5.0,0.0,0.0,51.2071,51.2071,398.0,0.4849,False,False,True,False,True
2501807,Bayeux,83862,50.8,🔴 Risco Alto,6,93.8815,-0.200289,1.56,4,1.0,1.0,0.0791828545746816,1.0,0.1797,0.1,0.9896,20.0,5.391,15.0,0.0,9.896,0.5,0.0,0.0,50.787,50.787,33.0,1.0,False,False,False,False,True
2515971,Sobrado,8646,50.8,🔴 Risco Alto,6,106.575,-0.058113,0.11,6,1.0,1.0,0.0299872900657772,0.9475,0.3905,0.0,0.5095,18.95,11.715,15.0,0.0,5.095,0.0,0.0,0.0,50.76,50.76,33.0,1.0,False,False,False,False,True
2515005,São Miguel de Taipu,7307,50.7,🔴 Risco Alto,5,76.008,0.090679,0.16,0,0.8333333333333334,1.0,0.0310705676262187,0.3004,0.7267,1.0,0.5362,6.008,21.801,12.5,0.0,5.362,5.0,0.0,0.0,50.671,50.671,33.0,1.0,False,False,False,False,True
2500502,Alagoinha,14140,50.0,🔴 Risco Alto,6,83.385,-0.014203,0.37,1,1.0,1.0,0.0205525917399716,0.6693,0.472,0.75,0.3661,13.386,14.16,15.0,0.0,3.661,3.75,0.0,0.0,49.957,49.957,33.0,1.0,False,False,False,False,True
2508406,Lastro,3316,49.9,🔴 Risco Alto,5,66.5889,0.04997,0.13,2,0.8333333333333334,0.35,0.0216651734081757,0.0,0.6249,0.5,0.3138,0.0,18.747,12.5,13.0,3.138,2.5,0.0,0.0,49.885,49.885,33.0,1.0,False,False,False,False,True
2515302,Sapé,53457,49.2,🔴 Risco Alto,6,99.5115,-0.199129,0.45,5,1.0,1.0,0.0520801722549213,1.0,0.181,0.0,0.8756,20.0,5.43,15.0,0.0,8.756,0.0,0.0,0.0,49.186,49.186,33.0,1.0,False,False,False,False,True
2517001,Umbuzeiro,9274,48.9,🔴 Risco Alto,6,106.871,-0.07534,0.46,6,1.0,1.0,0.0268305399862034,0.9376,0.3607,0.0,0.4322,18.752,10.821,15.0,0.0,4.322,0.0,0.0,0.0,48.895,48.895,33.0,1.0,False,False,False,False,True
2512309,Princesa Isabel,21674,48.8,🔴 Risco Alto,6,113.0065,-0.047543,1.33,4,1.0,1.0,0.034917647105717,0.7331,0.4094,0.1,0.6388,14.662,12.282,15.0,0.0,6.388,0.5,0.0,0.0,48.832,48.832,33.0,1.0,False,False,False,False,True
2505006,Cubati,7842,48.8,🔴 Risco Alto,6,83.5825,-0.025831,0.14,6,1.0,1.0,0.0367764443684749,0.6791,0.4497,0.0,0.6699,13.582,13.491,15.0,0.0,6.699,0.0,0.0,0.0,48.772,48.772,33.0,1.0,False,False,False,False,True
2502904,Brejo dos Santos,5816,48.7,🔴 Risco Alto,6,96.579,-0.083288,0.34,6,1.0,1.0,0.022219337270533,1.0,0.3473,0.0,0.3257,20.0,10.419,15.0,0.0,3.257,0.0,0.0,0.0,48.675999999999995,48.675999999999995,33.0,1.0,False,False,False,False,True
2503605,Caiçara,6684,48.7,🔴 Risco Alto,6,78.764,0.032981,1.54,0,1.0,1.0,0.018406539619348,0.4382,0.5825,1.0,0.2491,8.764,17.475,15.0,0.0,2.491,5.0,0.0,0.0,48.730000000000004,48.730000000000004,33.0,1.0,False,False,False,False,True
2515401,São Vicente do Seridó,10652,48.5,🔴 Risco Alto,5,91.3242,-0.07656,0.57,5,0.8333333333333334,1.0,0.0288741343243234,1.0,0.3586,0.0,0.5248,20.0,10.758,12.5,0.0,5.248,0.0,0.0,0.0,48.50599999999999,48.50599999999999,33.0,1.0,False,False,False,False,True
2505352,Damião,5141,48.4,🔴 Risco Alto,4,101.289,0.038906,0.05,0,0.6666666666666666,1.0,0.0284044851554129,1.0,0.5973,1.0,0.4706,20.0,8.6889,10.0,0.0,4.706,5.0,0.0,0.0,48.39490000000001,48.39490000000001,398.0,0.4849,False,False,True,False,True
2507200,Itatuba,10840,47.4,🔴 Risco Alto,4,92.876,0.070508,0.09,2,0.6666666666666666,1.0,0.0279151208654071,1.0,0.6763,0.5,0.5061,20.0,9.8381,10.0,0.0,5.061,2.5,0.0,0.0,47.3991,47.3991,398.0,0.4849,False,False,True,False,True
2514206,São José da Lagoa Tapada,7251,47.1,🔴 Risco Alto,2,77.4733,0.117248,0.87,0,0.3333333333333333,1.0,0.0328702157989798,0.3737,0.7931,1.0,0.5799,7.474,23.793,5.0,0.0,5.799,5.0,0.0,0.0,47.065999999999995,47.065999999999995,33.0,1.0,False,False,False,False,True
2513802,Santa Teresinha,4492,46.2,🔴 Risco Alto,6,72.472,0.044886,0.04,0,1.0,1.0,0.0311310919755933,0.1236,0.6122,1.0,0.5377,2.472,18.366,15.0,0.0,5.377,5.0,0.0,0.0,46.215,46.215,33.0,1.0,False,False,False,False,True
2513356,Santa Inês,3256,46.1,🔴 Risco Alto,5,85.945,-0.061295,0.0,1,0.8333333333333334,1.0,0.0178226996233461,0.7972,0.3849,0.75,0.2384,15.944,11.547,12.5,0.0,2.384,3.75,0.0,0.0,46.125,46.125,33.0,1.0,False,False,False,False,True
2502003,Belém do Brejo do Cruz,6272,45.7,🔴 Risco Alto,5,78.79,-0.067108,0.04,0,0.8333333333333334,1.0,0.0447257129134035,0.4395,0.3748,1.0,0.8163,8.79,11.244,12.5,0.0,8.163,5.0,0.0,0.0,45.697,45.697,33.0,1.0,False,False,False,False,True
2514503,São José de Piranhas,19561,45.7,🔴 Risco Alto,6,72.1285,-0.021014,0.37,0,1.0,1.0,0.0766997461219677,0.1064,0.4589,1.0,0.9786,2.128,13.767,15.0,0.0,9.786,5.0,0.0,0.0,45.681,45.681,33.0,1.0,False,False,False,False,True
2501302,Aroeiras,19142,45.1,🔴 Risco Alto,6,87.611,-0.135346,0.04,6,1.0,1.0,0.0249385349560377,0.8806,0.2659,0.0,0.4484,17.612,7.977,15.0,0.0,4.484,0.0,0.0,0.0,45.073,45.073,33.0,1.0,False,False,False,False,True
2511509,Pilar,12889,43.4,🔴 Risco Alto,6,95.5505,-0.107774,0.33,6,1.0,1.0,0.0222172780803793,1.0,0.3077,0.0,0.3967,20.0,4.4761,15.0,0.0,3.967,0.0,0.0,0.0,43.4431,43.4431,398.0,0.4849,False,False,True,False,True
2500700,São João do Rio do Peixe,18500,43.3,🔴 Risco Alto,5,117.9442,-0.002437,0.04,1,0.8333333333333334,1.0,0.0496080389466136,0.5685,0.4951,0.75,0.8474,11.37,7.2022,12.5,0.0,8.474,3.75,0.0,0.0,43.2962,43.2962,398.0,0.4849,False,False,True,False,True
2510907,Paulista,12172,43.0,🔴 Risco Alto,6,120.484,-0.029489,0.41,0,1.0,1.0,0.0361601205265413,0.5,0.4428,1.0,0.6608,10.0,6.4414,15.0,0.0,6.608,5.0,0.0,0.0,43.0494,43.0494,398.0,0.4849,False,False,True,False,True
2506509,Gurjão,3352,41.6,🔴 Risco Alto,3,88.901,0.046608,0.07,1,0.5,1.0,0.0186075668172429,0.945,0.6165,0.75,0.2528,18.9,8.9682,7.5,0.0,2.528,3.75,0.0,0.0,41.6462,41.6462,398.0,0.4849,False,False,True,False,True
2515203,São Sebastião do Umbuzeiro,3382,41.2,🔴 Risco Alto,1,80.95,0.071244,,0,0.16666666666666666,1.0,0.0179361206810351,0.5475,0.6781,1.0,0.2405,10.95,20.343,2.5,0.0,2.405,5.0,0.0,0.0,41.198,41.198,33.0,1.0,False,False,False,False,True
2501575,Barra de Santana,8247,39.9,🔴 Risco Alto,6,93.5495,-0.374913,,0,1.0,1.0,0.025258099750416,1.0,0.0313,,0.3946,20.0,0.939,15.0,0.0,3.946,0.0,0.0,0.0,39.885,39.885,33.0,1.0,False,False,False,False,True
2513307,Santa Helena,6023,39.8,🔴 Risco Alto,6,74.8085,-0.068672,2.35,6,1.0,1.0,0.050517084061997,0.2404,0.3721,0.0,0.8872,4.808,11.163,15.0,0.0,8.872,0.0,0.0,0.0,39.843,39.843,33.0,1.0,False,False,False,False,True
2516805,Triunfo,10315,38.8,🔴 Risco Alto,3,100.2567,,0.84,1,0.5,1.0,0.042373530829969,1.0,,0.75,0.7597,20.0,0.0,7.5,0.0,7.597,3.75,0.0,0.0,38.847,38.847,,,False,,,False,True
2513968,São Domingos,2624,38.1,🔴 Risco Alto,2,73.2808,0.095264,1.32,0,0.3333333333333333,1.0,0.0191421057806893,0.164,0.7382,1.0,0.2629,3.28,22.146,5.0,0.0,2.629,5.0,0.0,0.0,38.055,38.055,33.0,1.0,False,False,False,False,True
2514008,São João do Cariri,4345,38.1,🔴 Risco Alto,4,101.7271,0.059269,0.14,0,0.6666666666666666,1.0,0.0214801211472468,1.0,0.6482,1.0,0.3099,20.0,0.0,10.0,0.0,3.099,5.0,0.0,0.0,38.099000000000004,38.099000000000004,764.0,0.0,False,False,True,False,True
2513984,São Francisco,3176,38.0,🔴 Risco Alto,5,62.469,0.029642,0.0,0,0.8333333333333334,1.0,0.0221244061767434,0.0,0.5741,1.0,0.3236,0.0,17.223,12.5,0.0,3.236,5.0,0.0,0.0,37.958999999999996,37.958999999999996,33.0,1.0,False,False,False,False,True
2508604,Lucena,13088,34.1,⛔ Crítico,6,72.0975,-0.146267,0.46,6,1.0,1.0,0.0641969711396536,0.1049,0.2503,0.0,0.9454,2.098,7.509,15.0,0.0,9.454,0.0,0.0,0.0,34.061,34.061,33.0,1.0,False,False,False,False,True
2513851,Santo André,2708,33.4,⛔ Crítico,6,77.3905,-0.121761,0.01,4,1.0,1.0,0.0152649672907567,0.3695,0.2861,0.1,0.1957,7.39,8.583,15.0,0.0,1.957,0.5,0.0,0.0,33.43,33.43,33.0,1.0,False,False,False,False,True
2504306,Catolé do Rocha,32288,32.2,⛔ Crítico,3,127.3033,,0.28,0,0.5,1.0,0.0743025935920358,0.5,,1.0,0.9744,10.0,0.0,7.5,0.0,9.744,5.0,0.0,0.0,32.244,32.244,,,False,,,False,True
2500734,Amparo,2328,31.5,⛔ Crítico,2,96.92,,,0,0.3333333333333333,1.0,0.0122516600205198,1.0,,1.0,0.1531,20.0,0.0,5.0,0.0,1.531,5.0,0.0,0.0,31.531,31.531,,,False,,,False,True
2507606,Juarez Távora,8088,30.8,⛔ Crítico,6,73.2785,-0.054479,1.35,1,1.0,1.0,0.0208793786291528,0.1639,0.397,0.75,0.2974,3.278,5.7752,15.0,0.0,2.974,3.75,0.0,0.0,30.7772,30.7772,398.0,0.4849,False,False,True,False,True
2507408,Jericó,7728,29.4,⛔ Crítico,2,64.97,-0.002081,0.42,0,0.3333333333333333,1.0,0.0277774227915842,0.0,0.4958,1.0,0.4552,0.0,14.874,5.0,0.0,4.552,5.0,0.0,0.0,29.426000000000002,29.426000000000002,33.0,1.0,False,False,False,False,True
2502201,Bom Jesus,2328,29.1,⛔ Crítico,2,64.5715,-0.013809,0.0,0,0.3333333333333333,1.0,0.0292006389671498,0.0,0.4728,1.0,0.4902,0.0,14.184,5.0,0.0,4.902,5.0,0.0,0.0,29.086,29.086,33.0,1.0,False,False,False,False,True
2514305,São José de Caiana,4966,26.3,⛔ Crítico,3,78.57,,0.48,1,0.5,1.0,0.0358228669424334,0.4285,,0.75,0.6488,8.57,0.0,7.5,0.0,6.488,3.75,0.0,0.0,26.308,26.308,,,False,,,False,True
2513208,Santa Cruz,6013,26.2,⛔ Crítico,6,56.5065,-0.086935,1.51,3,1.0,1.0,0.0284611998526571,0.0,0.3412,0.3,0.472,0.0,4.9634,15.0,0.0,4.72,1.5,0.0,0.0,26.1834,26.1834,398.0,0.4849,False,False,True,False,True
2501708,Barra de São Miguel,6123,,⚫ Sem Dados,1,,,0.78,1,0.16666666666666666,1.0,0.0248994443379604,,,0.75,0.3862,,0.0,2.5,0.0,3.862,3.75,0.0,0.0,,,,,False,,,False,True
2512200,Prata,4032,,⚫ Sem Dados,0,,,,0,0.0,0.0,0.0181366688792936,,,,0.2441,,0.0,0.0,20.0,2.441,0.0,0.0,0.0,,,,,False,,,False,True
2513943,São Domingos do Cariri,2688,,⚫ Sem Dados,0,,,,0,0.0,1.0,0.0233502289571792,,,,0.3506,,0.0,0.0,0.0,3.506,0.0,0.0,0.0,,,,,False,,,False,True
2514107,São João do Tigre,4359,,⚫ Sem Dados,0,,,,0,0.0,0.35,0.0215495835423761,,,,0.3114,,0.0,0.0,13.0,3.114,0.0,0.0,0.0,,,,,False,,,False,True
2514651,São José do Brejo do Cruz,1750,,⚫ Sem Dados,0,,,,0,0.0,0.0,0.0171060497260986,,,,0.2258,,0.0,0.0,20.0,2.258,0.0,0.0,0.0,,,,,False,,,False,True
2515708,Serra Grande,3056,,⚫ Sem Dados,0,,,,0,0.0,1.0,0.0225738924674981,,,,0.3334,,0.0,0.0,0.0,3.334,0.0,0.0,0.0,,,,,False,,,False,True
2517407,Zabelê,2323,,⚫ Sem Dados,0,,,,0,0.0,0.1,0.0175009167898875,,,,0.2327,,0.0,0.0,18.0,2.327,0.0,0.0,0.0,,,,,False,,,False,True
2504504,Condado,6629,,⚫ Sem Dados,0,,,,0,0.0,0.0,0.0236249981129302,,,,0.3568,,0.0,0.0,20.0,3.568,0.0,0.0,0.0,,,,,False,,,False,True
2508109,Lagoa,4489,,⚫ Sem Dados,0,,,,0,0.0,1.0,0.0179279023728893,,,,0.2403,,0.0,0.0,0.0,2.403,0.0,0.0,0.0,,,,,False,,,False,True
2509370,Mato Grosso,2584,,⚫ Sem Dados,1,,,0.79,0,0.16666666666666666,1.0,0.0156310408235662,,,1.0,0.2014,,0.0,2.5,0.0,2.014,5.0,0.0,0.0,,,,,False,,,False,True
2510600,Ouro Velho,3000,,⚫ Sem Dados,0,,,,0,0.0,0.0,0.0180631979339483,,,,0.2428,,0.0,0.0,20.0,2.428,0.0,0.0,0.0,,,,,False,,,False,True
